CASE#,DATE OF OCCURRENCE,BLOCK, IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG406381,09/01/2023 05:45:00 AM,009XX N HARDING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1112,37,07,1149884,1905981,41.897924825,-87.724937898,"(41.897924825, -87.724937898)"
JG385853,08/17/2023 12:30:00 AM,027XX W 51ST ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,Y,N,923,14,18,1158815,1870726,41.801002798,-87.693100484,"(41.801002798, -87.693100484)"
JG393734,08/15/2023 12:00:00 AM,045XX S CALUMET AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,215,3,08A,1179194,1874981,41.812238045,-87.618234152,"(41.812238045, -87.618234152)"
JG386764,08/17/2023 07:00:00 AM,044XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,221,4,14,1182936,1875860,41.814563821,-87.604481355,"(41.814563821, -87.604481355)"
JG385906,08/17/2023 02:57:00 AM,039XX N MOBILE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1633,38,08B,1133781,1925394,41.951494511,-87.783626467,"(41.951494511, -87.783626467)"
JG386511,08/17/2023 02:00:00 PM,023XX W DEVON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2412,50,07,1159389,1942427,41.99774456,-87.689020565,"(41.99774456, -87.689020565)"
JG385921,08/17/2023 03:38:00 AM,001XX S WACKER DR,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,122,42,04A,1173883,1899742,41.88030381,-87.636978269,"(41.88030381, -87.636978269)"
JG386744,08/17/2023 04:00:00 PM,006XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,Y,N,124,28,08B,1172336,1894958,41.867210487,-87.64279996,"(41.867210487, -87.64279996)"
JG387072,08/17/2023 11:39:00 PM,073XX S UNION AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),Y,N,732,6,15,1172904,1856189,41.760812037,-87.641860007,"(41.760812037, -87.641860007)"
JG387054,08/17/2023 11:35:00 PM,029XX W ADAMS ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,Y,Y,1124,27,04A,1156785,1898881,41.878304672,-87.699783621,"(41.878304672, -87.699783621)"
JG387145,08/17/2023 06:30:00 PM,019XX W WINONA ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,2032,40,07,1162792,1934070,41.974741718,-87.676737856,"(41.974741718, -87.676737856)"
JG386214,08/17/2023 11:15:00 AM,118XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2234,21,08B,1167507,1826192,41.678612995,-87.662496966,"(41.678612995, -87.662496966)"
JG391855,08/17/2023 05:10:00 AM,016XX W FARWELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,2431,49,11,1164154,1945688,42.006593097,-87.671399146,"(42.006593097, -87.671399146)"
JG386519,08/17/2023 02:30:00 PM,039XX W 47TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,821,14,06,1150916,1873178,41.807889242,-87.72200519,"(41.807889242, -87.72200519)"
JG415298,08/07/2023 09:00:00 AM,042XX N BELL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1911,47,06,1160605,1928016,41.958174966,-87.68494861,"(41.958174966, -87.68494861)"
JG388040,08/17/2023 08:00:00 PM,042XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,213,3,07,1178304,1876982,41.817749235,-87.621437827,"(41.817749235, -87.621437827)"
JG385873,08/17/2023 01:10:00 AM,114XX S BELL AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,DRIVEWAY - RESIDENTIAL,Y,N,2212,19,26,1163472,1828697,41.685572428,-87.677196841,"(41.685572428, -87.677196841)"
JG386971,08/17/2023 04:00:00 AM,020XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1235,25,08B,1171354,1890257,41.854332199,-87.646543048,"(41.854332199, -87.646543048)"
JG386340,08/17/2023 12:22:00 PM,003XX S CICERO AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1131,28,03,1144446,1898013,41.87616378,-87.745111964,"(41.87616378, -87.745111964)"
JG386121,08/17/2023 10:01:00 AM,070XX S RACINE AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE - YARD (FRONT / BACK),N,N,734,17,26,1169535,1858165,41.766308085,-87.654150373,"(41.766308085, -87.654150373)"
JG386830,08/17/2023 04:30:00 PM,077XX S HALSTED ST,0560,ASSAULT,SIMPLE,BARBERSHOP,N,N,621,17,08A,1172311,1853487,41.753410469,-87.644112715,"(41.753410469, -87.644112715)"
JG391423,08/17/2023 11:20:00 PM,045XX N MAPLEWOOD AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1911,47,06,1158558,1929963,41.963559895,-87.69242059,"(41.963559895, -87.69242059)"
JG385920,08/17/2023 03:56:00 AM,008XX W 72ND ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,733,17,04B,1171757,1857108,41.763359111,-87.646036901,"(41.763359111, -87.646036901)"
JG387551,08/17/2023 09:45:00 AM,076XX N BOSWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2422,49,14,1164635,1950647,42.02019046,-87.669487991,"(42.02019046, -87.669487991)"
JG393790,06/15/2023 12:00:00 PM,042XX W 76TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),N,N,833,18,26,1148837,1853893,41.755008432,-87.730126707,"(41.755008432, -87.730126707)"
JG387822,08/17/2023 08:00:00 PM,001XX W GOETHE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1821,2,14,1175050,1909031,41.905767264,-87.632414583,"(41.905767264, -87.632414583)"
JG387115,08/17/2023 09:00:00 PM,070XX S HALSTED ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,732,6,04B,1172181,1858279,41.766563171,-87.644448488,"(41.766563171, -87.644448488)"
JG387238,08/17/2023 06:00:00 PM,051XX S LATROBE AVE,0810,THEFT,OVER $500,STREET,N,N,814,23,06,1142233,1869982,41.799283972,-87.753931697,"(41.799283972, -87.753931697)"
JG386349,08/17/2023 04:00:00 AM,083XX S BOND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,424,10,08B,1198609,1849780,41.742619678,-87.547865957,"(41.742619678, -87.547865957)"
