CASE#,DATE OF OCCURRENCE,BLOCK, IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG424676,09/15/2023 01:36:00 AM,074XX S HARVARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,731,6,14,1175243,1855649,41.7592783,-87.633303591,"(41.7592783, -87.633303591)"
JG393136,08/15/2023 12:00:00 AM,049XX W ADAMS ST,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,1533,28,17,1143668,1898882,41.878563019,-87.747946784,"(41.878563019, -87.747946784)"
JG386096,08/16/2023 09:30:00 PM,010XX N LAVERGNE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1531,37,06,1142841,1906307,41.898953546,-87.750798312,"(41.898953546, -87.750798312)"
JG384537,08/16/2023 03:30:00 AM,015XX W 47TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,N,Y,933,20,08B,1166703,1873560,41.808614751,-87.664091468,"(41.808614751, -87.664091468)"
JG393235,07/18/2023 12:00:00 AM,013XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,N,N,1433,1,06,1164746,1908952,41.905775282,-87.67026686,"(41.905775282, -87.67026686)"
JG387741,08/16/2023 03:00:00 AM,042XX N KENMORE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1915,46,06,1168405,1928376,41.95899729,-87.656262657,"(41.95899729, -87.656262657)"
JG384527,08/16/2023 03:05:00 AM,052XX W CONGRESS PKWY,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1522,29,15,1141430,1897178,41.873928618,-87.756206437,"(41.873928618, -87.756206437)"
JG364799,08/01/2023 09:15:00 AM,063XX S GREEN ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,723,16,06,1171725,1862691,41.778680236,-87.645990652,"(41.778680236, -87.645990652)"
JG425837,09/15/2023 07:15:00 PM,020XX W LE MOYNE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1424,1,06,1162569,1909834,41.908241453,-87.678238993,"(41.908241453, -87.678238993)"
JG385365,08/16/2023 04:30:00 PM,012XX E 53RD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,234,5,26,1185271,1870376,41.799460659,-87.596088967,"(41.799460659, -87.596088967)"
JG384792,08/16/2023 10:00:00 AM,0000X W 80TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,623,17,06,1177210,1851955,41.749097383,-87.62620592,"(41.749097383, -87.62620592)"
JG385227,08/16/2023 03:54:00 PM,001XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA STATION,Y,N,122,42,11,1175301,1901735,41.885741029,-87.631711749,"(41.885741029, -87.631711749)"
JG392321,08/04/2023 12:00:00 PM,065XX N WAUKESHA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1621,45,11,1137698,1942996,41.999726081,-87.768801021,"(41.999726081, -87.768801021)"
JG386865,08/17/2023 12:00:00 AM,070XX S STEWART AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,731,6,04A,1174841,1858336,41.766660711,-87.634696918,"(41.766660711, -87.634696918)"
JG385682,08/16/2023 08:17:00 PM,030XX W SCHOOL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1733,33,14,1155339,1921738,41.941055417,-87.704477725,"(41.941055417, -87.704477725)"
JG391530,08/16/2023 07:12:00 PM,010XX N PULASKI RD,0810,THEFT,OVER $500,STREET,N,N,1112,37,06,1149534,1906544,41.899476558,-87.72620879,"(41.899476558, -87.72620879)"
JG386222,08/16/2023 04:00:00 PM,077XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,612,17,07,1167455,1853504,41.753562491,-87.661907683,"(41.753562491, -87.661907683)"
JG385496,08/16/2023 06:12:00 PM,035XX S DAMEN AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,N,N,912,12,15,1163601,1881109,41.829395788,-87.675256892,"(41.829395788, -87.675256892)"
JG385734,08/16/2023 08:59:00 PM,080XX S COTTAGE GROVE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,631,8,24,1182949,1851954,41.748963287,-87.605176241,"(41.748963287, -87.605176241)"
JG385875,08/16/2023 10:30:00 PM,066XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,321,20,08B,1184359,1861283,41.77453011,-87.599717989,"(41.77453011, -87.599717989)"
JG385627,08/16/2023 07:33:00 PM,055XX W DIVERSEY AVE,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,N,N,2514,31,03,1138764,1918063,41.931288339,-87.765487302,"(41.931288339, -87.765487302)"
JG392191,08/16/2023 05:55:00 PM,062XX N Sayre ave,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,1611,41,06,1128619,1940977,41.994345158,-87.802247128,"(41.994345158, -87.802247128)"
JG392026,07/10/2023 10:24:00 AM,025XX W LUNT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,2411,40,11,1158179,1946371,42.008591933,-87.693363276,"(42.008591933, -87.693363276)"
JG387879,08/16/2023 09:15:00 AM,018XX N Milwaukee Ave,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1434,32,06,1160517,1912540,41.915709676,-87.685701943,"(41.915709676, -87.685701943)"
JG385800,08/16/2023 09:00:00 PM,011XX W TAYLOR ST,0460,BATTERY,SIMPLE,TAVERN / LIQUOR STORE,N,N,1232,34,08B,1168736,1895738,41.869429573,-87.655993399,"(41.869429573, -87.655993399)"
JG386042,08/16/2023 09:50:00 PM,032XX N CALIFORNIA AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,N,N,1733,33,07,1157148,1921330,41.939899229,-87.697840065,"(41.939899229, -87.697840065)"
JG433162,09/01/2023 06:24:00 PM,040XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,213,3,14,1178265,1878327,41.821440913,-87.621540018,"(41.821440913, -87.621540018)"
JG392774,05/13/2023 01:30:00 PM,072XX S DR MARTIN LUTHER KING JR DR,0330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,323,6,03,1180159,1857202,41.763428709,-87.615239245,"(41.763428709, -87.615239245)"
JG384550,08/16/2023 03:17:00 AM,042XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1115,28,14,1148239,1898675,41.877908208,-87.731168182,"(41.877908208, -87.731168182)"
JG384454,08/16/2023 12:30:00 AM,004XX E 90TH ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,633,8,08B,1180764,1845404,41.731039791,-87.613383626,"(41.731039791, -87.613383626)"
JG385782,08/16/2023 10:30:00 PM,064XX S GREEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,N,N,723,16,15,1171746,1862062,41.776953726,-87.645932098,"(41.776953726, -87.645932098)"
JG385712,08/16/2023 09:14:00 PM,050XX S ASHLAND AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,931,20,04A,1166524,1871398,41.802685798,-87.664809681,"(41.802685798, -87.664809681)"
JG384857,08/16/2023 10:46:00 AM,006XX N SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1122,37,14,1150277,1903931,41.892291757,-87.723547949,"(41.892291757, -87.723547949)"
JG385112,08/16/2023 08:00:00 AM,050XX S KILDARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,N,N,815,14,14,1148548,1870837,41.80151108,-87.730750706,"(41.80151108, -87.730750706)"
JG387643,08/16/2023 01:20:00 PM,012XX S CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1021,24,07,1152573,1893969,41.864909882,-87.715379077,"(41.864909882, -87.715379077)"
JG385539,08/16/2023 06:46:00 PM,004XX S ST LOUIS AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1133,28,18,1153210,1897625,41.87492974,-87.71294363,"(41.87492974, -87.71294363)"
JG393125,08/16/2023 07:10:00 PM,090XX S PHILLIPS AVE,0810,THEFT,OVER $500,STREET,N,N,423,7,06,1194072,1845497,41.730979191,-87.564629419,"(41.730979191, -87.564629419)"
JG425960,09/15/2023 06:30:00 PM,075XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,411,8,14,1188116,1855487,41.758536614,-87.586130225,"(41.758536614, -87.586130225)"
JG385087,08/16/2023 12:10:00 PM,080XX S DOBSON AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,631,8,06,1184618,1852005,41.749064315,-87.599058871,"(41.749064315, -87.599058871)"
JG424868,09/15/2023 07:50:00 AM,050XX S MAY ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,Y,Y,933,20,04A,1169505,1871414,41.80266556,-87.653876583,"(41.80266556, -87.653876583)"
JG385426,08/16/2023 05:44:00 PM,005XX E PERSHING RD,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,214,3,08B,1180448,1879234,41.823879885,-87.613503857,"(41.823879885, -87.613503857)"
JG385224,08/16/2023 10:00:00 AM,047XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,922,15,06,1161164,1873304,41.808028819,-87.684414463,"(41.808028819, -87.684414463)"
JG385736,08/16/2023 04:00:00 AM,062XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,825,16,06,1160773,1863303,41.780592853,-87.686124717,"(41.780592853, -87.686124717)"
JG385732,08/16/2023 09:49:00 PM,082XX S DREXEL AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,631,8,26,1183669,1850549,41.745091067,-87.602581641,"(41.745091067, -87.602581641)"
JG391531,08/14/2023 12:00:00 AM,117XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,N,N,524,21,14,1173094,1827146,41.681109736,-87.642018411,"(41.681109736, -87.642018411)"
JG384727,08/16/2023 09:00:00 AM,033XX N SHEFFIELD AVE,0810,THEFT,OVER $500,STREET,N,N,1924,44,06,1169017,1922375,41.942517023,-87.654187534,"(41.942517023, -87.654187534)"
JG385120,08/16/2023 05:00:00 AM,026XX W BERWYN AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2011,40,06,1157732,1935099,41.97767026,-87.695316898,"(41.97767026, -87.695316898)"
JG384493,08/16/2023 02:04:00 AM,034XX W FULTON BLVD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,1123,28,26,1153369,1901783,41.88633657,-87.712249363,"(41.88633657, -87.712249363)"
JG392737,08/08/2023 11:00:00 PM,017XX N CICERO AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,37,06,1144138,1910955,41.9116839,-87.745917518,"(41.9116839, -87.745917518)"
JG385051,08/16/2023 09:53:00 AM,044XX N MALDEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT / LAND,N,N,1913,46,14,1166742,1929650,41.962529089,-87.662339818,"(41.962529089, -87.662339818)"
JG392848,08/02/2023 10:00:00 AM,069XX S ASHLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,N,N,735,17,11,1166880,1858661,41.767726292,-87.663867778,"(41.767726292, -87.663867778)"
JG385557,08/16/2023 05:00:00 PM,114XX S OAKLEY AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,2212,19,08B,1163006,1828709,41.685615085,-87.678902439,"(41.685615085, -87.678902439)"
JG385160,08/16/2023 01:00:00 PM,027XX S TRIPP AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1031,22,06,1148499,1885380,41.841420078,-87.73055624,"(41.841420078, -87.73055624)"
JG385406,08/16/2023 06:30:00 AM,036XX W 16TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1014,24,14,1152493,1891802,41.858964965,-87.715729986,"(41.858964965, -87.715729986)"
JG385422,08/16/2023 04:57:00 PM,006XX W 120TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,Y,523,21,14,1174362,1825310,41.676043446,-87.637431162,"(41.676043446, -87.637431162)"
JG385792,08/16/2023 04:00:00 PM,110XX S BELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2212,19,14,1163486,1831605,41.693552202,-87.677064488,"(41.693552202, -87.677064488)"
JG393059,07/13/2023 08:31:00 PM,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1433,1,06,1165480,1909088,41.906132875,-87.667566751,"(41.906132875, -87.667566751)"
JG385265,08/16/2023 04:10:00 PM,095XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,511,9,07,1176630,1841623,41.72075812,-87.628641244,"(41.72075812, -87.628641244)"
JG386916,08/16/2023 09:00:00 PM,030XX W PERSHING RD,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,911,12,08A,1156744,1878607,41.822671373,-87.700482773,"(41.822671373, -87.700482773)"
JG387893,08/16/2023 12:20:00 PM,011XX N CLARK ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,1824,2,06,1175336,1907780,41.902328043,-87.631401618,"(41.902328043, -87.631401618)"
JG391576,08/10/2023 03:15:00 PM,032XX N broadway,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,N,N,1925,44,06,1171684,1921595,41.940318272,-87.644408194,"(41.940318272, -87.644408194)"
JG385579,08/16/2023 04:00:00 PM,059XX W MIDWAY PARK,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1512,29,14,1136835,1902630,41.888973178,-87.772946667,"(41.888973178, -87.772946667)"
JG392091,08/16/2023 05:55:00 PM,050XX N HERMITAGE AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,APARTMENT,N,Y,2032,47,04A,1163892,1933385,41.972838846,-87.672712245,"(41.972838846, -87.672712245)"
JG385984,08/16/2023 09:00:00 PM,017XX N MANGO AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2531,29,07,1137808,1910810,41.911402611,-87.769175828,"(41.911402611, -87.769175828)"
JG385171,08/16/2023 02:24:00 PM,036XX W CHICAGO AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1112,27,04A,1152155,1905098,41.895457291,-87.716619992,"(41.895457291, -87.716619992)"
JG384652,08/16/2023 08:10:00 AM,0000X W DELAWARE PL,0820,THEFT,$500 AND UNDER,STREET,N,N,1832,2,06,1175626,1906477,41.898746031,-87.630375632,"(41.898746031, -87.630375632)"
JG384247,08/15/2023 07:09:00 PM,003XX N PARKSIDE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,Y,N,1512,29,26,1138536,1901611,41.886146258,-87.766724544,"(41.886146258, -87.766724544)"
JG391825,08/15/2023 04:00:00 PM,020XX N CICERO AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,2522,26,08A,1144057,1913351,41.918260297,-87.746154827,"(41.918260297, -87.746154827)"
JG385012,08/16/2023 11:30:00 AM,028XX N MILDRED AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,1933,44,07,1169791,1918878,41.93290424,-87.651444981,"(41.93290424, -87.651444981)"
JG384919,08/16/2023 11:50:00 AM,101XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2232,21,08B,1171441,1837511,41.709589168,-87.647767259,"(41.709589168, -87.647767259)"
JG391588,05/23/2023 11:35:00 AM,0000X N State ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,112,34,11,1176363,1900543,41.882446221,-87.627847897,"(41.882446221, -87.627847897)"
JG387463,08/16/2023 03:35:00 PM,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,124,28,06,1173303,1895451,41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
JG384658,08/16/2023 03:30:00 AM,018XX S SAWYER AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VEHICLE NON-COMMERCIAL,N,N,1022,24,07,1154989,1890781,41.856113593,-87.7065953,"(41.856113593, -87.7065953)"
JG385148,08/16/2023 02:00:00 PM,002XX N RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1215,27,07,1168465,1901722,41.885855984,-87.656815142,"(41.885855984, -87.656815142)"
JG385053,08/16/2023 01:20:00 PM,018XX S PAULINA ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,1234,25,04A,1165322,1891408,41.857620907,-87.668650147,"(41.857620907, -87.668650147)"
JG385271,08/16/2023 04:19:00 PM,034XX W ADAMS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1123,28,07,1153372,1898858,41.878310008,-87.712316074,"(41.878310008, -87.712316074)"
JG383052,08/14/2023 11:30:00 PM,025XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,133,3,08B,1177150,1887500,41.846637615,-87.625353026,"(41.846637615, -87.625353026)"
JG384937,08/16/2023 04:30:00 AM,060XX N FRANCISCO AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,2413,50,06,1155919,1940017,41.991202353,-87.701850847,"(41.991202353, -87.701850847)"
JG385176,08/16/2023 03:05:00 PM,029XX W FILLMORE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1135,28,03,1156940,1895235,41.86829654,-87.699313379,"(41.86829654, -87.699313379)"
JG393746,08/02/2023 12:01:00 AM,030XX N NATCHEZ AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,2511,36,11,1132550,1919589,41.935586524,-87.788287367,"(41.935586524, -87.788287367)"
JG384915,08/16/2023 12:30:00 AM,079XX S HERMITAGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,611,17,07,1166061,1851993,41.749445833,-87.667059082,"(41.749445833, -87.667059082)"
JG385723,08/16/2023 09:25:00 PM,001XX S MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1513,29,08B,1137742,1898894,41.878704802,-87.769705867,"(41.878704802, -87.769705867)"
JG385545,08/16/2023 06:33:00 PM,082XX S STEWART AVE,031A,ROBBERY,ARMED - HANDGUN,PARK PROPERTY,N,N,622,6,03,1175056,1850413,41.744914249,-87.634144883,"(41.744914249, -87.634144883)"
JG385858,08/16/2023 10:30:00 PM,056XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,2022,48,14,1168616,1937674,41.984506698,-87.655216366,"(41.984506698, -87.655216366)"
JG391161,08/14/2023 08:00:00 PM,015XX N MOHAWK ST,0810,THEFT,OVER $500,STREET,N,N,1821,2,06,1172370,1910761,41.910574144,-87.642207873,"(41.910574144, -87.642207873)"
JG384450,08/16/2023 12:02:00 AM,055XX W BALMORAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1623,45,08B,1138434,1935565,41.979321485,-87.766274426,"(41.979321485, -87.766274426)"
JG385331,08/16/2023 04:39:00 PM,023XX S OAKLEY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1034,25,04A,1161397,1888610,41.850025388,-87.683134989,"(41.850025388, -87.683134989)"
JG386292,08/16/2023 06:00:00 PM,061XX N RAVENSWOOD AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2433,40,06,1163250,1940802,41.993204913,-87.67486333,"(41.993204913, -87.67486333)"
JG427962,09/15/2023 01:35:00 AM,056XX S MASON AVE,0810,THEFT,OVER $500,STREET,N,N,811,13,06,1137670,1866573,41.790012265,-87.770747496,"(41.790012265, -87.770747496)"
JG393242,08/09/2023 12:00:00 AM,041XX N LINCOLN AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,N,N,1911,47,10,1161700,1927690,41.9572576,-87.680932121,"(41.9572576, -87.680932121)"
JG386255,08/16/2023 11:00:00 PM,084XX W GREGORY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1614,41,11,1118982,1935763,41.980195892,-87.837808133,"(41.980195892, -87.837808133)"
JG385619,08/16/2023 05:00:00 PM,018XX N SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1421,26,07,1154293,1912078,41.914568603,-87.70858088,"(41.914568603, -87.70858088)"
JG385511,08/16/2023 11:00:00 AM,019XX W WABANSIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1434,32,07,1163207,1911330,41.912333188,-87.675853182,"(41.912333188, -87.675853182)"
JG384535,08/16/2023 03:35:00 AM,002XX S LOWER WACKER DR,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,N,N,122,42,26,1173969,1899205,41.878828333,-87.636678495,"(41.878828333, -87.636678495)"
JG386408,08/16/2023 10:00:00 PM,050XX S WINCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,931,15,07,1164205,1871231,41.802276711,-87.673319198,"(41.802276711, -87.673319198)"
JG391254,08/11/2023 04:30:00 PM,048XX N ELSTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,1712,39,11,1145271,1931765,41.968767051,-87.741227124,"(41.968767051, -87.741227124)"
JG425885,09/15/2023 09:42:00 PM,013XX W 72ND ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,Y,N,734,17,15,1168533,1857017,41.763179477,-87.657856114,"(41.763179477, -87.657856114)"
JG425779,09/15/2023 10:00:00 AM,007XX E 40TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PRIVATE BUILDING,N,N,214,4,08A,1181877,1878374,41.821487009,-87.608288037,"(41.821487009, -87.608288037)"
JG385316,08/16/2023 04:28:00 PM,048XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,2522,31,06,1143780,1915524,41.924228431,-87.747117979,"(41.924228431, -87.747117979)"
JG385531,08/16/2023 05:22:00 PM,004XX E 115TH ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,531,9,18,1181025,1828785,41.685429088,-87.612936822,"(41.685429088, -87.612936822)"
JG385211,08/16/2023 12:00:00 PM,053XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1522,29,14,1140826,1898152,41.876612524,-87.758400117,"(41.876612524, -87.758400117)"
JG385574,08/16/2023 05:48:00 PM,079XX S WHIPPLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,835,18,14,1157426,1851787,41.749059669,-87.698707012,"(41.749059669, -87.698707012)"
JG385247,08/16/2023 10:30:00 AM,002XX N CLARK ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,122,42,08B,1175498,1901865,41.886093334,-87.630984425,"(41.886093334, -87.630984425)"
JG392933,08/01/2023 09:00:00 AM,049XX S KOMENSKY AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,815,14,10,1150197,1871619,41.803625122,-87.72468282,"(41.803625122, -87.72468282)"
JG383952,08/15/2023 04:10:00 PM,041XX W MADISON ST,0560,ASSAULT,SIMPLE,STREET,N,N,1115,28,08A,1148786,1899691,41.880685678,-87.729133452,"(41.880685678, -87.729133452)"
JG386473,08/16/2023 06:00:00 PM,024XX N GENEVA TER,0820,THEFT,$500 AND UNDER,STREET,N,N,1935,43,06,1171817,1916898,41.927426577,-87.644058169,"(41.927426577, -87.644058169)"
JG389196,08/17/2023 12:00:00 AM,026XX S STATE ST,0264,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA TRAIN,N,N,133,3,02,1176718,1886997,41.845267108,-87.626953617,"(41.845267108, -87.626953617)"
JG385312,08/16/2023 03:48:00 PM,024XX W DEVON AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2412,50,06,1158906,1942412,41.997713359,-87.690797763,"(41.997713359, -87.690797763)"
JG384584,08/16/2023 06:05:00 AM,064XX S WOODLAWN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,314,20,14,1185322,1862600,41.778121477,-87.59614645,"(41.778121477, -87.59614645)"
JG384942,08/16/2023 12:00:00 PM,002XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,122,42,14,1175500,1901787,41.885879253,-87.630979425,"(41.885879253, -87.630979425)"
JG386736,08/16/2023 01:00:00 AM,012XX W FARWELL AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2431,49,06,1166697,1945768,42.006758284,-87.662040805,"(42.006758284, -87.662040805)"
JG393395,07/02/2023 02:04:00 AM,014XX W EDGEWATER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2013,48,11,1165759,1938319,41.986338185,-87.665705517,"(41.986338185, -87.665705517)"
JG384626,08/16/2023 03:15:00 AM,016XX W OHIO ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,1215,1,26,1165540,1904092,41.892422218,-87.667488784,"(41.892422218, -87.667488784)"
JG385825,08/16/2023 11:50:00 PM,055XX S HYDE PARK BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,235,5,14,1188598,1868691,41.794757949,-87.583942065,"(41.794757949, -87.583942065)"
JG386868,08/16/2023 10:00:00 PM,107XX S LONGWOOD DR,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,2212,19,14,1165045,1833392,41.698423298,-87.67130632,"(41.698423298, -87.67130632)"
JG385196,08/16/2023 01:00:00 PM,023XX W 95TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2221,19,11,1162565,1841589,41.720969202,-87.680159235,"(41.720969202, -87.680159235)"
JG385277,08/16/2023 04:10:00 PM,022XX W DIVISION ST,2820,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING / GROUNDS,N,N,1212,1,08A,1161104,1907941,41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
